risk_text,category,score,reasoning
"We face intense competition in food delivery and other businesses and if we are unable to compete effectively, our business, financial condition, cash flows and results of operations could be adversely affected. The markets in which we operate are intensely competitive and characterized by low costs of entry, shifting customer preferences, fragmentation and frequent introductions of new services and offerings. In particular, Indian food delivery industry is fragmented and intensely competitive. According to the RedSeer, in India, we compete with other food delivery companies, chain restaurants that have their own online ordering platforms, cloud kitchens, other restaurants that own and operate their own delivery fleets and companies that provide point of sale solutions and restaurant delivery services. In addition, we compete with traditional offline ordering channels, such as take-out offerings, telephone-based ordering, and paper menus that restaurants distribute to customers as well as advertising that restaurants place in local publications and digital media to attract customers. Further, we also face competition from mobile payment applications that facilitate food ordering. Our food delivery operations could also compete with hyperlocal logistics operators that can be availed of by restaurant partners. Changing traditional ordering habits is difficult, and if restaurants and customers do not embrace the transition to local food delivery as we expect, our business, financial condition, cash flows and results of operations could be adversely affected. New restaurants and our existing restaurant partners may choose our competitors if they charge lower commissions, marketing or other fees, if our restaurant partners do not find our marketing and promotional services effective, or if our competitors provide more types of or more effective enabling services. Our current and future competitors may enjoy competitive advantages, such as greater name recognition, longer operating histories, greater category share in certain markets, market-specific knowledge, established relationships with local restaurants or local delivery businesses and larger existing customer bases in certain markets, more successful marketing capabilities, and substantially greater financial, technical, and other resources than we have. Greater financial resources and product development capabilities may allow our competitors to respond more quickly to new or emerging technologies and changes in restaurant, customer and delivery preferences that may render our platform less attractive or obsolete. If certain restaurant partners choose to partner with our competitors in a specific geographic market, or if restaurant partners choose to engage exclusively with our competitors, we may lack a sufficient variety and supply of restaurants options, or lack access to the most popular restaurants, such that our offerings would become less appealing to customers. Our competitors may also make acquisitions or establish cooperative or other strategic relationships among themselves or with others, including restaurants. Demand for our food delivery platform is highly sensitive to a range of factors, including, delivery charges charged by delivery partners, incentives given to delivery partners and the commissions we charge our restaurant partners. Many factors, including operating costs, legal and regulatory requirements, constraints or changes, and our current and future competitors’ pricing and marketing strategies, could significantly affect our pricing strategies. Certain of our competitors offer, or may in the future offer, lower-priced or a broader range of offerings. There can be no assurance that we will not be forced, through competition, regulation, or otherwise to reduce the delivery charges charged by delivery partners, increase the fees we pay to delivery partners for providing services through our platform, or further reduce the commissions we charge our restaurants partners, or to increase our marketing and other expenses to attract restaurant partners, customers, and delivery partners in response to competitive pressures. Our competitor base may increase with new entrants in the market and our competitors could also introduce new offerings with competitive price and performance characteristics or undertake more aggressive marketing campaigns than ours. Additionally, many of our competitors may be well capitalized and offer discounted services, lower restaurants commission rates, increase incentives for delivery services and introduce aggressive customer discounts and promotions, innovative platforms and offerings and alternative pay models, which may be more attractive than those that we offer. Such competitive pressures may lead us to maintain or lower our commission rates or maintain or increase our incentives, discounts, and promotions in order to remain competitive, particularly in markets where we do not have a leading position, thereby impacting our cash flows, financial condition and results of operation. In addition, within our industry, there are low barriers to entry and the cost to switch between offerings is low. Customers have a propensity to shift to the lowest-cost provider and could use more than one platform, independent contractors who provide delivery services could use multiple platforms concurrently as they attempt to maximize earnings and restaurant partners could prefer to use the platform that offers the lowest commission rates and adopt more than one platform to maximize their volume of orders. As we and our competitors introduce new offerings and as existing offerings evolve, we expect to become subject to additional competition. In addition, our competitors may adopt certain of our platform features or may adopt innovations that restaurant partners, delivery partners or customers value more highly than ours, which would render our platform less attractive and reduce our ability to differentiate our platform. Increased competition could result in, among other things, a reduction of the revenue we generate from the use of our platform, the number of participants on our platform, the frequency of use of our platform, and our margins.",Financial,3,Moderate (Financial): Real business risk but stated vaguely without specific numbers or metrics.
"If we do not continue to innovate and further develop our platform or our platform developments do not perform, or we are not able to keep pace with technological developments, we may not remain competitive and our business and results of operations could suffer. To remain competitive, we must continue to stay abreast of the constantly evolving industry trends and to enhance and improve the responsiveness, functionality and features of our mobile applications, websites and systems. In order to attract and retain customers and compete against our competitors, we must continue to invest significant resources in research and development to enhance our information technology and improve our existing services. The customer service industry and the customer service e-commerce industry are characterized by rapid technological evolution, changes in customer requirements and preferences, frequent introduction of new services and products embodying new technologies, and the emergence of new industry standards and practices, any of which could render our existing technologies and systems obsolete. In particular, wireless networks around the world have recently started to test 5G technology, the next phase of mobile telecommunications standards. Our success will depend, in part, on our ability to identify, develop, acquire or license leading technologies useful in our business, and respond to technological advances and emerging industry standards and practices in a cost-effective and timely way. The development of mobile applications, websites and other proprietary technology entails significant technical and business risks. There can be no assurance that we will be able to use new technologies effectively or adapt our mobile applications, websites, proprietary technologies and systems to meet customer requirements or emerging industry standards. If we are unable to adapt in a cost-effective and timely manner in response to changing market conditions or customer preferences, whether for technical, legal, financial or other reasons, our business may be materially and adversely affected. We have a track record of successfully expanding into new service categories. Developing and launching enhancements to our platform and new services on our platform may also involve significant technical risks and upfront capital investments that may not generate return on investment. We may use new technologies ineffectively, or we may fail to adapt to emerging industry standards. If we face material delays in introducing new or enhanced platform features and services or if our recently introduced offerings do not perform in accordance with our expectations, the restaurant partners, customers, and delivery partner that utilize our platform may forego the use of our services in favor of those of our competitors.",Regulatory,3,Moderate (Regulatory): Real business risk but stated vaguely without specific numbers or metrics.
"Failure to generate and maintain sufficient high quality customer generated content could negatively impact our business. Customers use our dining-out offerings to search and discover restaurants, read and write reviews and view and upload photos, book a table and make payments while dining-out at restaurants. Our success depends on our ability to attract customers by providing customers with the information they seek, which in turn depends on the quantity and quality of the customer generated content (“CGC”) provided by our content contributors. We may be unable to provide customers with the information if our customers do not contribute content that is helpful and reliable, or if they remove content they previously submitted. If our platform, mobile applications and website do not provide current information or if customers perceive reviews on our platform as less relevant or unreliable, our brand and our business could be harmed. If we are unable to provide customers with the information they are looking for, or if they can find equivalent or better content or other services, they may stop or reduce their use of our platform and traffic to our platform may decline. If our customer traffic declines, restaurants may stop or reduce the amount of marketing activities on our platform, or switch over to our competitors’ platform completely and our business could be harmed. Additionally, any inappropriate or illegal CGC posted on our platform by our customers may be subject to regulatory take-down orders, increased customer complaints or legal proceedings which may further impair our brand and adversely affect our business.",Legal,3,Moderate (Legal): Real business risk but stated vaguely without specific numbers or metrics.
"Systems failures and resulting interruptions in the availability of our platform could adversely affect our business, financial condition, cash flows and results of operations. The proper functioning of our technology infrastructure is essential to the conduct of our business. Specifically, the satisfactory performance, reliability and availability of our platform, our transaction-processing systems and our network infrastructure are critical to our success and our ability to attract and retain customers and provide adequate services. It is critical to our success that all participants on our platform are able to access our platform, at all times. Our systems, or those of third parties upon which we rely, may experience service interruptions or degradation or other performance problems because of hardware and software defects or malfunctions, unexpected high volume of transactions, distributed denial-of-service and other cyberattacks, infrastructure changes, human error, earthquakes, hurricanes, floods, fires, natural disasters, power losses, disruptions in telecommunications services, unauthorized access, fraud, military or political conflicts, terrorist attacks, legal or regulatory takedowns, computer viruses, ransomware, malware, or other events. Our systems also may be subject to break-ins, sabotage, theft and intentional acts of vandalism, including by our own employees. Some of our systems are not fully redundant and our disaster recovery planning may not be sufficient for all eventualities. Our business interruption insurance may not be sufficient to cover all of our losses that may result from interruptions in our service as a result of systems failures and similar events. We have experienced and will likely continue to experience system failures and other events or conditions from time to time that interrupt the availability or reduce or affect the speed or functionality of our platform. These system failures generally occur either as a result of software updates being deployed with unexpected errors or as a result of temporary infrastructure failures related to storage, network, or computing capacity being exhausted. Further, in some instances, we may not be able to identify the cause or causes of these performance problems within an acceptable period of time. Even a minor interruption in the availability or reduction in the availability, speed, or other functionality of our platform could adversely affect our business and reputation and could result in the loss of customers. The software underlying our platform is highly complex and may contain undetected errors or vulnerabilities, some of which may only be discovered at a subsequent stage or may not get discovered at all. Our practice is to release frequent software updates. Any third-party software that we integrate into our platform, may also be subject to errors or vulnerabilities. Any errors, vulnerabilities or infringements discovered in our code or from third-party software after release could result in negative publicity, a loss of customer or loss of revenue, legal proceedings, and access or other performance issues. Such vulnerabilities could also be exploited by malicious actors and result in exposure of data of the participants on our platform, or otherwise result in a security breach or other security incident. We may need to expend significant financial and development resources to analyze, correct, eliminate, or work around errors or defects or to address and eliminate vulnerabilities. Any failure to timely and effectively resolve any such errors, defects, or vulnerabilities could adversely affect our business, reputation, brand, financial condition, cash flows and results of operation s. See “- Unfavorable media coverage could harm our business, financial condition and results of operations” on page 39 for instances of negative media publicity.",Legal,3,Moderate (Legal): Real business risk but stated vaguely without specific numbers or metrics.
"Security breaches and attacks against our platform, and any potentially resulting breach or failure to otherwise protect confidential and proprietary information, could damage our reputation and negatively impact our business, as well as materially and adversely affect our financial condition and results of operations. Our business generates, stores and processes a large quantity of personal, transaction, demographic and behavioral data. We face risks inherent in handling large volumes of data and in protecting the security of such data. In particular, we face a number of challenges relating to data from transactions and other activities on our platform, including protecting the data in and hosted on our system, including against attacks on our system by outside parties or fraudulent behavior by our employees; addressing concerns related to privacy and sharing, safety, security and other factors; and complying with applicable laws, rules and regulations relating to the collection, use, disclosure or security of personal information, including any requests from regulatory and government authorities relating to such data. Any failure, or perceived failure, by us to comply with our posted privacy policies or with any regulatory requirements or privacy protection-related laws, rules and regulations could result in proceedings or actions against us by governmental entities or others, which could have a material adverse impact on our results of operations, cash flows and business. Although we have employed significant resources to develop security measures against breaches, such measures may not detect or prevent all attempts to compromise our systems, including distributed denial-of-service attacks, viruses, malicious software, break-ins, phishing attacks, social engineering, security breaches or other attacks and similar disruptions that may jeopardize the security of information stored in and transmitted by our systems or that we otherwise maintain. Breaches of our cybersecurity measures could result in unauthorized access to our systems, misappropriation of information or data, deletion or modification of customer information, or a denial of service or other interruption to our business operations. As techniques used to obtain unauthorized access to or sabotage systems change frequently and may not be known until launched against us or our third-party service providers, we may be unable to anticipate, or implement adequate measures to protect against, these attacks. We may not have the resources or technical sophistication to anticipate or prevent rapidly evolving types of cyber- attacks. Cyber-attacks may target us, the participants on our platform, or the communication infrastructure on which we depend. We have in the past and are likely again in the future to be subject to these types of attacks. For instance, in May 2017 a hacker gained access to our database and placed certain categories of data, such as customer IDs, usernames, email addresses and password hashes of a large number of our customers for sale on the dark web. While we augmented our security systems, informed the customers and the Indian Computer Emergency Response Team, Ministry of Electronics and Information Technology regarding the breach, and were able to retrieve the data, any such instances in the future and our inability to avert these attacks and security breaches, could subject us to significant legal and financial liability, our reputation would be harmed and we could sustain substantial revenue loss from lost sales and customer dissatisfaction. Actual or anticipated attacks and risks may cause us to incur significantly higher costs, including costs to deploy additional personnel and network protection technologies, train employees, and engage third-party experts and consultants. We are subject to domestic and international laws relating to the collection, use, retention, security and transfer of personally identifiable information with respect to our customers and employees. Several jurisdictions have passed laws in this area, and other jurisdictions are considering imposing additional restrictions. These laws continue to develop and may vary from jurisdiction to jurisdiction. Complying with emerging and changing international requirements may cause us to incur substantial costs or require us to change our business practices. With the proposed enactment of the Personal Data Protection Bill, 2019 (“PDP Bill”), and the ongoing regulatory discussions along proposed Indian regulation to govern non-personal data, the privacy and data protection laws are set to be closely administered in India, and we may become subject to additional potential compliance requirements. The PDP Bill proposes a legal framework governing the processing of personal data, where such data has been collected, disclosed, shared or otherwise processed within India, as well as any processing of personal data by the GoI, Indian companies, Indian citizens or any person or body of persons incorporated or created under Indian law. The PDP Bill defines personal data and sensitive personal data, prescribes rules for collecting, storing and processing of such data and creates rights and obligations of data-subjects and processors. The Indian Government has also been mooting a legislation governing non-personal data. In September 2019, the Ministry of Electronics and Information Technology formed a committee of experts (“NPD Committee”) to recommend a regulatory regime to govern non-personal data (“NPD”). The NPD Committee has released two reports till date, which recommend, among other items, a framework to govern NPD (defined as any data other than personal data), access and sharing of NPD with government and corporations alike and a registration regime and for “data businesses”, being business that collect, process or store data, both personal and non-personal. As part of our operations, we are required to comply with the IT Act and the rules thereof, which provides for civil and criminal liability including compensation to persons affected, penalties and imprisonment for various cyber related offenses, including unauthorized disclosure of confidential information and failure to protect sensitive personal data. India has already implemented certain privacy laws, including the Information Technology (Reasonable Security Practices and Procedures and Sensitive Personal Data or Information) Rules, 2011 and the recently introduced the Information Technology (Intermediary Guidelines and Digital Media Ethics Code) Rules, 2021, which impose limitations and restrictions on the collection, use, disclosure and transfer of personal information. For further details, see “Key Regulations and Policies in India” beginning on page 147.",Legal,3,Moderate (Legal): Real business risk but stated vaguely without specific numbers or metrics.
"If we are unable to make acquisitions of and invest in complementary businesses, assets and technologies, or successfully integrate them into our business, our business, results of operations, cash flows and financial condition could be adversely affected. We have acquired and invested in businesses, technologies, services and products in recent years, such as the acquisition of CTPL and Tonguestun in 2018, the acquisition of Uber Eats India Assets by our Company in 2020 and the acquisition of Jogo in 2021. We expect to continue to evaluate and consider a wide array of strategic alliances, investments and acquisitions in line with our overall business strategy. These transactions involve significant challenges and risks, including: (i) difficulties in identifying suitable acquisition targets and competition from other potential acquirers; (ii) difficulties in determining the appropriate purchase price of acquired businesses, which may result in potential impairment of goodwill; (iii) potential increases in debt, which may increase our finance costs as a result of higher interest payments; (iv) exposure to unanticipated contingent liabilities of acquired businesses; (v) receipt of requisite governmental, statutory and other regulatory approvals for any proposed acquisition; (vi) risks and cost associated with the litigations of the acquired businesses; and (vi) not realizing the benefits from certain investments, or certain investments not resulting in immediate returns. Furthermore, integration of newly acquired businesses may be costly and time-consuming, and each acquisition could present us with significant risks and difficulties in integration, including, for example, in: ● integrating the operations and personnel of the acquired businesses and implementing uniform IT systems, controls, procedures and policies; ● retaining relationships with key employees, customers and suppliers of the acquired businesses; ● achieving the anticipated synergies and strategic or financial benefits from the acquisitions; ● for investments over which we do not obtain management and operational control, we may lack influence over the controlling partner or shareholder, which may prevent us from achieving our strategic goals in such investment; ● new regulatory requirements and compliance risks that we become subject to as a result of acquisitions in new industries or otherwise; ● actual or alleged misconduct or non-compliance by any company we acquire or invest in (or by its affiliates) that occurred prior to our acquisition or investment, which may lead to negative publicity, government inquiry or investigations against such company or against us; and ● regulatory requirements including in relation to the anti-monopoly and competition laws, rules and regulations of India or outside India and other countries in connection with any proposed investments and acquisitions. In the past, basis our annual impairment testing, we had to impair goodwill on acquisitions. However there is no assurance that we will not have to account for such impairments in the future. Any such developments described above could disrupt our existing business and have a material adverse effect on our business, reputation, financial condition, cash flows and results of operations.",Legal,3,Moderate (Legal): Real business risk but stated vaguely without specific numbers or metrics.
"Our sales and marketing efforts to attract customers and restaurants may turn out to be ineffective. We have invested significantly in sales and marketing activities to promote our brand and our services and to deepen our relationships with customers and restaurant partners. We incurred advertisement and sales promotion expenses of ₹811.31 million, ₹12,359.60 million, ₹13,384.28 million and ₹3,068.80 million, respectively, in Fiscals 2018, 2019 and 2020 and in the nine months ended December 31, 2020, respectively. Such advertisement and sales promotion expenses represented 16.66%, 88.43%, 48.80% and 22.44% of our total income in the corresponding periods. Our marketing efforts currently include discounts, promotions, appeasement credits, refunds, branding, digital marketing, partnerships, display advertising, television, billboards, radio, video, direct mail, social media, email, podcasts, hiring and classified advertisement websites, mobile “push” communications, search engine optimization, and keyword search campaigns. Our marketing initiatives may become increasingly expensive and generating a meaningful return on these initiatives may be difficult. Even if we successfully increase revenue as a result of our paid marketing efforts, it may not offset the additional marketing expenses we incur. If our marketing efforts to help grow our business are not effective, we expect that our business, financial condition, cash flows and results of operations would be adversely affected. In addition, our sales and marketing activities may not be well received by customers and restaurants, and may not attract additional customers and restaurants as anticipated. The evolving marketing approaches and tools may require us to experiment with new marketing methods to keep pace with industry trends and customer and restaurant preferences. Failure to refine our existing marketing approaches or to introduce new effective marketing approaches in a cost-effective manner could reduce our market share and negatively impact our results of operations. In addition, we have a limited operating history in the new service categories we offer. There is no assurance that we will be able to recover costs of our sales and marketing activities or that these activities will be effective in generating new customers and restaurants for us.",Financial,4,High (Financial): Specific metrics and financial exposure details provided.
"The wide variety of payment methods that we accept subjects us to third-party payment processing-related risks. Our online payment options include certain non-cash options such as, e-wallets and credit and debit cards, digital wallets, UPI Payment, prepaid meal cards or transfers from an online bank account. For third-party payment methods and credit and debit cards, we pay interchange and other service fees, which may increase over time and raise our operating costs. Any disruption in the functioning of our third party payment channels, even if caused due to factors completely external to us, can adversely affect our brand and reputation. We may also be subject to fraud, chargeback, security breaches and other illegal activities in connection with the various payment methods we offer. In addition, we are subject to various rules, regulations and requirements, regulatory or otherwise, governing payment processing, which could change or be reinterpreted to make it difficult or impossible for us to comply. If we or our third party payment gateway operators fail to comply with these rules or requirements, we may be subject to fines and higher transaction fees and lose our ability to accept electronic payments from our customers, process electronic funds transfers or facilitate other types of online payments, and our business, cash flows, financial condition and results of operations could be materially and adversely affected. Some of our agreements with e-wallets and other payment gateways also require us to pay interest for our Company’s default or delay or omission in payments of amounts towards commission, refunds, chargeback or other amounts payable, that are to be reimbursed to these e-wallets or payment gateways. Certain of our e-wallet, bank/network agreements also prohibit the sale of certain items on our platform, such as, narcotics, vapes, prohibited wildlife, current notes, among others. In the event that any of our restaurant partners sell any such goods, our e-wallet partners may declare a default. In addition, payment system providers may also impose limits on the amounts that may be expended from an e-wallet to satisfy orders on our platform. We also provide the option for cash on delivery which may subject us to risks of cash pilferage and orders returned without reason. Additionally, our third-party payment processor requires us to comply with payment card network operating rules, which are set and interpreted by the payment card networks. The payment card networks could adopt new operating rules or interpret or re-interpret existing rules in ways that might prohibit us from providing certain services to some customers, be costly to implement, or difficult to follow. If we fail to comply with these rules or regulations, we may be subject to fines and higher transaction fees and lose our ability to accept credit and debit card payments from customers or facilitate other types of online payments, and our business, financial condition, cash flows and results of operations could be adversely affected. We have also agreed to reimburse our third-party payment processor for any reversals, fraudulent credit card charges, chargebacks, and fines they are assessed by payment card networks if we violate these rules. Also, there can be no assurance that private information of our customers, restaurant partners or delivery partners will be protected on third-party payment gateways. Any of the foregoing risks could adversely affect our business, financial condition, cash flows and results of operations.",Financial,3,Moderate (Financial): Real business risk but stated vaguely without specific numbers or metrics.
"We rely on the skills and experience of our senior management, other key personnel and employees and the loss of our team members could have a materially adverse impact on business operations. Our success is significantly dependent upon the continued service of our Founder and key management as well as other experienced personnel generally. If we lose the services of any of the members of key management, we may not be able to locate suitable or qualified replacements, and may incur additional expenses to recruit and train new personnel, which could severely disrupt our business and growth. If any of our key managerial personnel joins a competitor or forms a competing business, we may lose customers, know-how and key professionals and staff members. Further, if any dispute arises between any of the members of our management and us, we may have to incur substantial costs and expenses in order to enforce any confidentiality, non-compete or similar provisions in our agreements with our Founder or key managerial personnel in India, or we may be unable to enforce them at all. We face intense competition for highly skilled employees especially as part of our product & technology team. As of December 31, 2020, we had 479 employees as part of our product & technology team. To attract and retain top talent, we have had to offer, and we believe we will need to continue to offer, competitive compensation and benefits packages. Competition for talent in the Indian internet industry is intense, and we may need to offer more attractive compensations and other benefits packages to attract and retain them. We may need to invest significant amounts of cash and equity to attract and retain new employees and expend significant time and resources to identify, recruit, train, and integrate such employees, and we may never realize returns on these investments. For example, in Fiscals 2019, 2020, and in the nine months ended December 31, 2020 our attrition rate in India was 42%, 33% and 13%, respectively. In Fiscal 2019, our attrition rate was comparatively high primarily because in Fiscal 2019, we employed a large team of support staff that are usually prone to high attrition. We believe our attrition rate has since then reduced with our support staff decreasing on account of increased automation and outsourcing in our operations. If we are unable to effectively manage our hiring needs or successfully integrate and retain new hires, our efficiency, ability to meet forecasts, and employee morale, productivity, and engagement could suffer, which could adversely affect our business, financial condition, cash flows and results of operations.",Legal,4,High (Legal): Specific metrics and financial exposure details provided.
"We rely on third-party service providers to deliver our services to customers, restaurant partners and delivery partners on our platform, and any disruption of or interference with our use of that service could adversely affect our business, financial condition, cash flows and results of operations. We currently avail services from third-party service providers to operate our platform. We do not have control over the operations of the facilities of these service providers that we use. The service providers’ facilities may be vulnerable to damage or interruption from natural disasters, cybersecurity attacks, terrorist attacks, power outages, and similar events or acts of misconduct. Our platform’s continuing and uninterrupted performance is critical to our success. We have experienced, and expect that in the future we will experience, interruptions, delays, and outages in service and availability from time to time due to a variety of factors, including infrastructure changes, human or software errors, website hosting disruptions, and capacity constraints. In addition, any changes or disruption in service levels may adversely affect our ability to meet the requirements of customers, restaurant partners and delivery partners on our platform. Since our platform’s continuing and uninterrupted performance is critical to our success, sustained or repeated system failures would reduce the attractiveness of our platform. It may become increasingly difficult to maintain and improve our performance, especially during peak usage times, in the event our service levels do not increase at the same pace as we expand and the usage of our platform increases. These instances could lead to a significant short-term loss of revenue, increase our costs, and impair our ability to attract new customers, any of which could adversely affect our business, cash flows, financial condition and results of operations.",Financial,3,Moderate (Financial): Real business risk but stated vaguely without specific numbers or metrics.
"We rely on restaurant partners and other participants on our platform to provide quality services to customers. Their illegal or unauthorized actions or misconduct, or any failure by them to provide satisfactory services or maintain their service levels, could materially and adversely affect our business, reputation, cash flows, financial condition and results of operations. We rely upon restaurant partners on our platform and delivery partners to provide food to customers. If these restaurant partners experience difficulty servicing customer demand, producing quality goods, or meeting our other requirements or standards, or experience problems with their point-of-sale or other technologies, our reputation and brand could be damaged. Further, an increase in restaurant operating costs could cause restaurant partners on our platform to raise prices, renegotiate commission rates, withdraw discounts or cease operations, which could in turn adversely affect our operational costs and efficiency. If restaurant partners on our platform were to cease operations, temporarily or permanently, we may not be able to provide customers with sufficient restaurant selection, which we expect would reduce the number of customers on our platform. Many of the factors affecting restaurant operating costs, including off-premise costs and prices, are beyond the control of restaurant partners and include inflation, costs associated with the goods provided, labor and employee benefit costs, rent costs, and energy costs. Additionally, if restaurant partners try to pass along increased operating costs and raise prices to customers, order volume may decline, which we expect would adversely affect our financial condition, cash flows and results of operations. In addition, our partners may operate contrary to, or in breach of the terms of their agreements with us. For instance, our restaurant partners may not confirm orders placed by customers (including for reasons beyond their control, such as network/ telecom disruptions) leading to cancelled orders; provide preferential treatment towards walk-in customers, or customers who call in directly to place orders; subject customers on our platform to unsolicited marketing or other communication; remove items from their published menus without informing us; prepare food items through methods not in compliance with applicable law or quality control standards; use non-Zomato branded packaging material; or utilize infrastructure provided by us in an unauthorized manner. While we have contractual recourse in case of such actions, any impairment of the quality and reputation by our popular restaurant partners for such reasons may lead to lesser orders from customers, thereby adversely affecting our revenues, cash flows, reputation, business and results of operation. In addition to the services provided by restaurant partners on our platform, we also rely on a large number of other participants in our network, such as delivery partners to perform the on-demand delivery services and online marketing service providers, to provide various services to restaurant partners. To the extent they are unable to provide satisfactory services to customers or restaurant partners, which may be due to events that are beyond our or their control, such as inclement weather or transportation disruptions, we may suffer reputational damage, and our business, financial condition, cash flows and results of operations may be materially and adversely affected. The delivery partners that we work with may also subject us to additional risks. For example, we may be exposed to claims for personal injury, death or property damage resulting from traffic accidents caused by delivery partners in performing their services. Such incidents may cause negative publicity in the local community and may negatively affect our brand image and reputation. In addition, as delivery partners interact directly with our customers, we may suffer substantial reputational harm from any misconduct, illegal actions or crimes committed by them. In the recent past, there have been widely publicized reports and accounts on social media on misconduct, unprofessional and on occasion, allegedly illegal behavior by our delivery partners, including physical assault, vehicular accidents, usage of abusive language, delay in delivery of, and pilferage of orders. If we are unable to effectively address these risks, our brand image, reputation, cash flows and financial performance may be materially and adversely affected.",Regulatory,3,Moderate (Regulatory): Real business risk but stated vaguely without specific numbers or metrics.
"There are pending litigations against our Company, Subsidiaries, and certain of our Directors. Any adverse decision in such proceedings may render us/them liable to liabilities/penalties and may adversely affect our business, results of operations, cash flows and reputation. Certain legal proceedings involving our Company, subsidiaries of our Company, and certain of our Directors are pending at different levels of adjudication before various courts, tribunals and authorities. In the event of adverse rulings in these proceedings or consequent levy of penalties, we may need to make payments or make provisions for future payments, which may increase expenses and current or contingent liabilities and adversely affect our reputation. A summary of outstanding litigation proceedings involving our Company, Subsidiaries and Directors, as disclosed in “Outstanding Litigation and Material Developments” on page 326, in terms of the SEBI ICDR Regulations and the materiality policy approved by our Board pursuant to a resolution dated April 12, 2021, as of the date of this Draft Red Herring Prospectus is provided below: Type of Proceeding Number of cases Amount involved (in ₹ million)^ Litigation involving our Company Material civil litigation proceedings Nil Nil Criminal proceedings 72.79** Actions initiated by regulatory and statutory authorities Not quantifiable Taxation matters (Indirect taxation) 963.45* Litigation involving our Subsidiaries Material civil litigation proceedings Nil Nil Criminal proceedings Nil Nil Actions initiated by regulatory and statutory authorities Not quantifiable Taxation matters (direct and indirect taxation) 31.99*#@ Litigation against our Directors Civil proceedings 2,758.48 Criminal proceedings 72.79** Actions initiated by regulatory and statutory authorities Nil Nil Type of Proceeding Number of cases Amount involved (in ₹ million)^ Taxation matters 31.02 Litigation by our Directors Civil proceedings Nil Nil Criminal proceedings Nil Nil Actions initiated by regulatory and statutory authorities Nil Nil Taxation matters Nil Nil ^ To the extent ascertainable. * Exclusive of interest and penalty. # ₹ 5.75 million and ₹.1.47 million already paid to the relevant authority in respect of direct tax and indirect tax disputes, respectively. @ Conversion rate for tax demand in foreign currency from a subsidiary of our Company: 1 PHP = ₹ 1.5175. ** Amount quantifiable only in respect of one proceeding out of the two. Our Company has already paid an amount of approximately ₹ 61.87 million out of the ₹ 72.79 million to the complainant in accordance with the settlement agreement entered into for settling the dispute. For further details see “Outstanding Litigation and Material Developments” beginning on page 326. We cannot assure you that any of the outstanding litigation matters will be settled in our favor, or that no additional liability will arise out of these proceedings. In addition to the above, we could also be adversely affected by complaints, claims or legal actions brought by persons, including before consumer forums or sector-specific or other regulatory authorities in the ordinary course or otherwise, in relation to our services, our technology and/or intellectual property, our branding or marketing efforts or campaigns or our policies. Actions or claims may also be initiated against us for any health problems or other consequences caused by the products offered by our partners, including any ingredients in such products, or on account of any issues faced during delivery. There can be no assurance that such complaints or claims will not result in investigations, enquiries or legal actions by any regulatory authority against us.",Legal,4,High (Legal): Specific metrics and financial exposure details provided.
"Our Directors and Key Managerial Personnel have interests in our Company in addition to their remuneration and reimbursement of expenses. Our Directors and Key Managerial Personnel are interested in our Company to the extent of their respective shareholding in our Company as well as to the extent of any employee stock options, dividends, bonus or other distributions on such Equity Shares. Certain of our Directors are also nominees of some of our shareholders, and we have had related party transactions with such shareholders. Accordingly, these Directors may also said to be interested to the extent of such transactions. See “Capital Structure – Shareholding Pattern of our Company” on page 95. For details on the interests of our Directors and Key Managerial Personnel, other than reimbursement of expenses incurred or normal remuneration or benefits, see “Our Management – Interests of Directors” on page 190 and “Our Management – Interests of Key Managerial Personnel” on page 197.",Operational,3,Moderate (Operational): Real business risk but stated vaguely without specific numbers or metrics.
